Comunidad autónoma de residencia;Nivel de ingresos del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2017;34.901,04
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2016;34.077,71
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2015;34.271,4
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2014;34.122,53
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2013;34.603,34
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2012;35.587,69
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2011;37.035,45
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2010;35.397,64
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2009;36.345,89
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2008;36.613,6
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2007;38.201,78
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por hogar;2006;38.988,57
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2020;10.430,42
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2019;11.862,3
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2018;12.661,08
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2017;12.990,25
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2016;11.774,07
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2015;11.615,95
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2014;11.400,85
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2013;11.936,43
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2012;11.986,89
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2011;12.259,99
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2010;12.169,68
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2009;12.130,27
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2008;11.428,43
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2007;11.769,71
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por persona;2006;11.557,23
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2020;15.633,2
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2019;18.077,88
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2018;19.201,6
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2017;19.704,99
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2016;18.160,66
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2015;18.126,13
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2014;17.872,07
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2013;18.421,89
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2012;18.811,95
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2011;19.291,45
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2010;18.872,18
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2009;18.954,17
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2008;18.158,66
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2007;18.596,29
06 Cantabria;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2006;18.454,2
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2020;100,29
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2019;95,66
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2018;100,66
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2017;103,79
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2016;102,64
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2015;99,49
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2014;102,31
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2013;107,27
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2012;102,09
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2011;103,6
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2010;101,78
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2009;100,16
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2008;97,21
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2007;99,84
06 Cantabria;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2006;107,9
06 Cantabria;3.000 euros o más;Gasto total;2020;1.663.709,53
06 Cantabria;3.000 euros o más;Gasto total;2019;2.078.796,85
06 Cantabria;3.000 euros o más;Gasto total;2018;2.156.913,89
06 Cantabria;3.000 euros o más;Gasto total;2017;2.250.928,91
06 Cantabria;3.000 euros o más;Gasto total;2016;1.591.889,74
06 Cantabria;3.000 euros o más;Gasto total;2015;1.748.252
06 Cantabria;3.000 euros o más;Gasto total;2014;1.483.494,64
06 Cantabria;3.000 euros o más;Gasto total;2013;1.403.561,31
06 Cantabria;3.000 euros o más;Gasto total;2012;1.447.085,38
06 Cantabria;3.000 euros o más;Gasto total;2011;1.600.395,46
06 Cantabria;3.000 euros o más;Gasto total;2010;1.865.531,18
06 Cantabria;3.000 euros o más;Gasto total;2009;2.113.431,44
06 Cantabria;3.000 euros o más;Gasto total;2008;1.526.350,04
06 Cantabria;3.000 euros o más;Gasto total;2007;1.587.703,44
06 Cantabria;3.000 euros o más;Gasto total;2006;1.220.883,31
06 Cantabria;3.000 euros o más;Distribución porcentual;2020;27,93
06 Cantabria;3.000 euros o más;Distribución porcentual;2019;29,21
06 Cantabria;3.000 euros o más;Distribución porcentual;2018;29,82
06 Cantabria;3.000 euros o más;Distribución porcentual;2017;31,56
06 Cantabria;3.000 euros o más;Distribución porcentual;2016;24,32
06 Cantabria;3.000 euros o más;Distribución porcentual;2015;26,13
06 Cantabria;3.000 euros o más;Distribución porcentual;2014;23,01
06 Cantabria;3.000 euros o más;Distribución porcentual;2013;21,84
06 Cantabria;3.000 euros o más;Distribución porcentual;2012;21,22
06 Cantabria;3.000 euros o más;Distribución porcentual;2011;23,15
06 Cantabria;3.000 euros o más;Distribución porcentual;2010;26,76
06 Cantabria;3.000 euros o más;Distribución porcentual;2009;30,23
06 Cantabria;3.000 euros o más;Distribución porcentual;2008;22,55
06 Cantabria;3.000 euros o más;Distribución porcentual;2007;23,78
06 Cantabria;3.000 euros o más;Distribución porcentual;2006;20,41
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2020;38.784,99
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2019;48.845,98
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2018;48.407,64
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2017;46.462,73
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2016;42.730,06
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2015;49.109,25
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2014;48.743,86
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2013;46.436,9
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2012;49.365,45
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2011;48.790,79
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2010;50.910,52
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2009;49.304,85
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2008;51.755,51
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2007;53.087,99
06 Cantabria;3.000 euros o más;Gasto medio por hogar;2006;50.642,64
06 Cantabria;3.000 euros o más;Gasto medio por persona;2020;11.478,98
06 Cantabria;3.000 euros o más;Gasto medio por persona;2019;14.689,07
06 Cantabria;3.000 euros o más;Gasto medio por persona;2018;15.104,41
06 Cantabria;3.000 euros o más;Gasto medio por persona;2017;14.762,61
06 Cantabria;3.000 euros o más;Gasto medio por persona;2016;13.812,37
06 Cantabria;3.000 euros o más;Gasto medio por persona;2015;15.933,55
06 Cantabria;3.000 euros o más;Gasto medio por persona;2014;15.037,43
06 Cantabria;3.000 euros o más;Gasto medio por persona;2013;13.200,79
06 Cantabria;3.000 euros o más;Gasto medio por persona;2012;14.425,53
06 Cantabria;3.000 euros o más;Gasto medio por persona;2011;13.973,43
06 Cantabria;3.000 euros o más;Gasto medio por persona;2010;14.680,31
06 Cantabria;3.000 euros o más;Gasto medio por persona;2009;13.823,12
06 Cantabria;3.000 euros o más;Gasto medio por persona;2008;13.928,62
06 Cantabria;3.000 euros o más;Gasto medio por persona;2007;14.508,81
06 Cantabria;3.000 euros o más;Gasto medio por persona;2006;12.594,25
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2020;18.599,93
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2019;23.640,56
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2018;24.203,5
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2017;23.388,02
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2016;21.872,39
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2015;25.215,95
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2014;23.985,68
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2013;21.521,52
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2012;23.273,78
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2011;22.605,09
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2010;23.724,79
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2009;22.492,7
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2008;22.786,68
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2007;23.590,06
06 Cantabria;3.000 euros o más;Gasto medio por unidad de consumo;2006;21.169,25
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2020;110,37
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2019;118,45
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2018;120,08
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2017;117,96
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2016;120,41
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2015;136,47
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2014;134,94
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2013;118,63
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2012;122,86
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2011;118,08
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2010;122,78
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2009;114,14
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2008;118,47
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2007;123,08
06 Cantabria;3.000 euros o más;Índice sobre la media del gmp;2006;117,59
07 Castilla y León;Total;Gasto total;2020;25.641.244,07
07 Castilla y León;Total;Gasto total;2019;27.697.642,88
07 Castilla y León;Total;Gasto total;2018;27.445.756,72
07 Castilla y León;Total;Gasto total;2017;27.434.160,49
07 Castilla y León;Total;Gasto total;2016;26.720.191,57
07 Castilla y León;Total;Gasto total;2015;26.735.183,63
07 Castilla y León;Total;Gasto total;2014;25.581.060,57
07 Castilla y León;Total;Gasto total;2013;25.490.815,65
07 Castilla y León;Total;Gasto total;2012;25.921.884,89
07 Castilla y León;Total;Gasto total;2011;25.934.415,21
07 Castilla y León;Total;Gasto total;2010;25.928.795,51
07 Castilla y León;Total;Gasto total;2009;26.645.472,38
07 Castilla y León;Total;Gasto total;2008;28.563.986,89
07 Castilla y León;Total;Gasto total;2007;27.574.911,6
07 Castilla y León;Total;Gasto total;2006;25.685.702,23
07 Castilla y León;Total;Distribución porcentual;2020;100
07 Castilla y León;Total;Distribución porcentual;2019;100
07 Castilla y León;Total;Distribución porcentual;2018;100
07 Castilla y León;Total;Distribución porcentual;2017;100
07 Castilla y León;Total;Distribución porcentual;2016;100
07 Castilla y León;Total;Distribución porcentual;2015;100
07 Castilla y León;Total;Distribución porcentual;2014;100
07 Castilla y León;Total;Distribución porcentual;2013;100
07 Castilla y León;Total;Distribución porcentual;2012;100
07 Castilla y León;Total;Distribución porcentual;2011;100
07 Castilla y León;Total;Distribución porcentual;2010;100
07 Castilla y León;Total;Distribución porcentual;2009;100
07 Castilla y León;Total;Distribución porcentual;2008;100
07 Castilla y León;Total;Distribución porcentual;2007;100
07 Castilla y León;Total;Distribución porcentual;2006;100
07 Castilla y León;Total;Gasto medio por hogar;2020;25.291,15
07 Castilla y León;Total;Gasto medio por hogar;2019;27.280,82
07 Castilla y León;Total;Gasto medio por hogar;2018;26.998,08
07 Castilla y León;Total;Gasto medio por hogar;2017;26.834,37
07 Castilla y León;Total;Gasto medio por hogar;2016;26.120,89
07 Castilla y León;Total;Gasto medio por hogar;2015;26.105,17
07 Castilla y León;Total;Gasto medio por hogar;2014;25.016,5
07 Castilla y León;Total;Gasto medio por hogar;2013;24.917,14
07 Castilla y León;Total;Gasto medio por hogar;2012;25.614,82
07 Castilla y León;Total;Gasto medio por hogar;2011;26.108,66
07 Castilla y León;Total;Gasto medio por hogar;2010;25.987,82
07 Castilla y León;Total;Gasto medio por hogar;2009;26.792,49
07 Castilla y León;Total;Gasto medio por hogar;2008;28.892,69
07 Castilla y León;Total;Gasto medio por hogar;2007;28.322,28
07 Castilla y León;Total;Gasto medio por hogar;2006;27.096,01
07 Castilla y León;Total;Gasto medio por persona;2020;11.009,48
07 Castilla y León;Total;Gasto medio por persona;2019;11.845,01
07 Castilla y León;Total;Gasto medio por persona;2018;11.675,16
07 Castilla y León;Total;Gasto medio por persona;2017;11.569,38
07 Castilla y León;Total;Gasto medio por persona;2016;11.176,89
07 Castilla y León;Total;Gasto medio por persona;2015;11.116,97
07 Castilla y León;Total;Gasto medio por persona;2014;10.576,05
07 Castilla y León;Total;Gasto medio por persona;2013;10.465,31
07 Castilla y León;Total;Gasto medio por persona;2012;10.559,48
07 Castilla y León;Total;Gasto medio por persona;2011;10.699,18
07 Castilla y León;Total;Gasto medio por persona;2010;10.583,55
07 Castilla y León;Total;Gasto medio por persona;2009;10.723,94
07 Castilla y León;Total;Gasto medio por persona;2008;11.480,14
07 Castilla y León;Total;Gasto medio por persona;2007;11.105,57
07 Castilla y León;Total;Gasto medio por persona;2006;10.570,76
07 Castilla y León;Total;Gasto medio por unidad de consumo;2020;15.797,53
07 Castilla y León;Total;Gasto medio por unidad de consumo;2019;17.026,51
07 Castilla y León;Total;Gasto medio por unidad de consumo;2018;16.798,01
07 Castilla y León;Total;Gasto medio por unidad de consumo;2017;16.681,94
07 Castilla y León;Total;Gasto medio por unidad de consumo;2016;16.151,52
07 Castilla y León;Total;Gasto medio por unidad de consumo;2015;16.083,14
07 Castilla y León;Total;Gasto medio por unidad de consumo;2014;15.346,44
07 Castilla y León;Total;Gasto medio por unidad de consumo;2013;15.215,91
07 Castilla y León;Total;Gasto medio por unidad de consumo;2012;15.433,56
07 Castilla y León;Total;Gasto medio por unidad de consumo;2011;15.669
07 Castilla y León;Total;Gasto medio por unidad de consumo;2010;15.525,65
07 Castilla y León;Total;Gasto medio por unidad de consumo;2009;15.806,52
07 Castilla y León;Total;Gasto medio por unidad de consumo;2008;16.943,6
07 Castilla y León;Total;Gasto medio por unidad de consumo;2007;16.452,71
07 Castilla y León;Total;Gasto medio por unidad de consumo;2006;15.670,31
07 Castilla y León;Total;Índice sobre la media del gmp;2020;100
07 Castilla y León;Total;Índice sobre la media del gmp;2019;100
07 Castilla y León;Total;Índice sobre la media del gmp;2018;100
07 Castilla y León;Total;Índice sobre la media del gmp;2017;100
07 Castilla y León;Total;Índice sobre la media del gmp;2016;100
07 Castilla y León;Total;Índice sobre la media del gmp;2015;100
07 Castilla y León;Total;Índice sobre la media del gmp;2014;100
07 Castilla y León;Total;Índice sobre la media del gmp;2013;100
07 Castilla y León;Total;Índice sobre la media del gmp;2012;100
07 Castilla y León;Total;Índice sobre la media del gmp;2011;100
07 Castilla y León;Total;Índice sobre la media del gmp;2010;100
07 Castilla y León;Total;Índice sobre la media del gmp;2009;100
07 Castilla y León;Total;Índice sobre la media del gmp;2008;100
07 Castilla y León;Total;Índice sobre la media del gmp;2007;100
07 Castilla y León;Total;Índice sobre la media del gmp;2006;100
07 Castilla y León;Hasta 999 euros;Gasto total;2020;2.539.064,26
07 Castilla y León;Hasta 999 euros;Gasto total;2019;2.749.909,23
07 Castilla y León;Hasta 999 euros;Gasto total;2018;2.919.986,58
07 Castilla y León;Hasta 999 euros;Gasto total;2017;2.954.247,16
07 Castilla y León;Hasta 999 euros;Gasto total;2016;3.307.984,02
07 Castilla y León;Hasta 999 euros;Gasto total;2015;3.732.105,27
07 Castilla y León;Hasta 999 euros;Gasto total;2014;3.297.429,45
07 Castilla y León;Hasta 999 euros;Gasto total;2013;3.762.028,78
07 Castilla y León;Hasta 999 euros;Gasto total;2012;3.633.545,47
07 Castilla y León;Hasta 999 euros;Gasto total;2011;3.736.881,1
07 Castilla y León;Hasta 999 euros;Gasto total;2010;3.099.422,23
07 Castilla y León;Hasta 999 euros;Gasto total;2009;3.287.312,54
07 Castilla y León;Hasta 999 euros;Gasto total;2008;3.582.278,26
07 Castilla y León;Hasta 999 euros;Gasto total;2007;3.678.201,56
07 Castilla y León;Hasta 999 euros;Gasto total;2006;3.853.205,02
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2020;9,9
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2019;9,93
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2018;10,64
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2017;10,77
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2016;12,38
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2015;13,96
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2014;12,89
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2013;14,76
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2012;14,02
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2011;14,41
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2010;11,95
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2009;12,34
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2008;12,54
07 Castilla y León;Hasta 999 euros;Distribución porcentual;2007;13,34
